loc,lloc,scloc,comments,single_comments,multi_comments,blanks,h1,h2,n1,n2,vocabulary,length,volume,difficulty,effort,bugs,LargeClass,comment_density,blank_line_ratio
0.04129731250879415,0.07565652355147978,0.0506548060291574,0.03436426116838488,0.06439393939393939,0.008348794063079777,0.029431000654022238,0.45454545454545453,0.06892123287671233,0.06217345872518287,0.058361391694725026,0.07689075630252101,0.05969331872946331,0.032102933899831994,0.19517884831756643,0.00760108838931754,0.03210293391241524,1,0.8320984340720285,0.7126441461198962
0.019136063036442944,0.03418090871196332,0.02248579194465036,0.003436426116838488,0.003787878787878788,0.005936920222634508,0.020274689339437543,0.045454545454545456,0.0025684931506849314,0.0020898641588296763,0.0016835016835016836,0.0033613445378151263,0.0018254837531945967,0.0005746326677702844,0.0185375344518085,3.4793975367314534e-05,0.0005746326137969942,1,0.17956914863552778,1.0594462327279897
0.04129731250879415,0.07565652355147978,0.0506548060291574,0.07731958762886598,0.08522727272727272,0.008348794063079777,0.029431000654022238,0.4999999999999999,0.06892123287671233,0.0574712643678161,0.058361391694725026,0.07689075630252101,0.05805038335158817,0.032102933899831994,0.25650305823475134,0.00760108838931754,0.03210293391241524,1,1.8722214766620642,0.7126441461198962
0.04129731250879415,0.07565652355147978,0.0506548060291574,0.07731958762886598,0.08522727272727272,0.008348794063079777,0.029431000654022238,0.4999999999999999,0.06892123287671233,0.06217345872518287,0.058361391694725026,0.07689075630252101,0.05969331872946331,0.032102933899831994,0.24046941544077355,0.00760108838931754,0.03210293391241524,1,1.8722214766620642,0.7126441461198962
0.02377937244969748,0.046686119216340145,0.030639980232270818,0.054982817869415807,0.06818181818181818,0.004081632653061224,0.012426422498364946,0.3181818181818182,0.033390410958904104,0.02298850574712644,0.02469135802469136,0.03865546218487395,0.024096385542168676,0.0134878412140662,0.148300275614468,0.0034763949181141622,0.013487841141215245,1,2.312109197857213,0.5225495321677784
0.04129731250879415,0.07565652355147978,0.0506548060291574,0.07731958762886598,0.08522727272727272,0.008348794063079777,0.029431000654022238,0.36363636363636365,0.06892123287671233,0.0574712643678161,0.05723905723905725,0.07689075630252101,0.05732018985031034,0.032102933899831994,0.1642741084994647,0.00760108838931754,0.03210293391241524,1,1.8722214766620642,0.7126441461198962
0.020261713803292527,0.032513547311379745,0.028169014084507043,0.04810996563573883,0.05303030303030303,0.002968460111317254,0.007194244604316547,0.36363636363636365,0.025684931506849314,0.017763845350052248,0.017957351290684626,0.0319327731092437,0.017889740781307048,0.00961908047440323,0.15906400530931894,0.0026443041037756167,0.009619080480513565,1,2.3743100802184425,0.35504842412310733
0.007598142676234699,0.010421008753647354,0.008648381517173214,0.0,0.003787878787878788,0.004081632653061224,0.006540222367560498,0.0,0.0008561643835616438,0.0,0.0005611672278338945,0.0008403361344537816,0.00036509675063891927,9.835813437141755e-05,0.0,2.8035963649116786e-06,9.835815214104623e-05,1,0.0,0.8606526612553502
0.03278457858449416,0.05627344726969571,0.046454163577958986,0.044673539518900345,0.04924242424242424,0.0037105751391465673,0.016350555918901243,0.2727272727272727,0.03767123287671233,0.024033437826541278,0.02469135802469136,0.04201680672268908,0.024461482292807594,0.013971721965562643,0.11122520671085101,0.0027999580356435497,0.013971721978347396,1,1.3625972591506605,0.498711830775321
0.018291824961305755,0.03626511046269279,0.026192241166296024,0.020618556701030927,0.022727272727272728,0.001484230055658627,0.011118378024852845,0.13636363636363635,0.0136986301369863,0.009404388714733543,0.009539842873176208,0.015966386554621848,0.009492515516611903,0.004319540395934206,0.05997437617415839,0.0005280513822066234,0.004319540402612171,1,1.1271390145942313,0.6077999460647114
0.023357253412128888,0.05794080867027929,0.032122559920929085,0.01718213058419244,0.007575757575757576,0.0033395176252319107,0.018312622629169394,0.4090909090909091,0.0547945205479452,0.04493207941483804,0.048260381593714936,0.06134453781512605,0.047097480832420595,0.029061472313787064,0.22958023435329758,0.00760108838931754,0.029061472221416453,1,0.7355914109258929,0.7839893808010694
0.01196003939777684,0.006669445602334306,0.020509019026439337,0.003436426116838488,0.003787878787878788,0.0,0.002616088947024199,0.0909090909090909,0.005136986301369863,0.0041797283176593526,0.005050505050505051,0.006722689075630253,0.004746257758305951,0.0017076426810361753,0.06090904177552438,0.0002152929572444457,0.0017076425944516714,1,0.28730163011395193,0.21871752612991505
0.016181229773462782,0.027094622759483118,0.022732888559426737,0.013745704467353952,0.015151515151515152,0.005194805194805195,0.005232177894048398,0.2727272727272727,0.015410958904109588,0.01149425287356322,0.012906846240179574,0.020168067226890758,0.012413289521723256,0.005970130197473414,0.1453732965061088,0.001520643393172726,0.005970130200404271,1,0.8494320411823292,0.3233286121439605
0.010975094976783452,0.017507294706127552,0.0121077341240425,0.058419243986254296,0.06439393939393939,0.0,0.009810333551340747,0.0909090909090909,0.014554794520547944,0.008359456635318705,0.009539842873176208,0.015966386554621848,0.009127418765972983,0.0041627208725534956,0.037075068903617,0.00036003281599957464,0.004162720857826373,1,5.322406931592904,0.8937908766361339
